date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:58:05	84857/84857	---M--	200	added ('OK')	image/jpeg	etag:%22a86cc581ace568e2bf3de1f77cd8c0b4%22	https://www.ise.io/wp-content/uploads/2017/07/sniffing_f.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/sniffing_f.jpg	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:07	156690/156690	---M--	200	added ('OK')	image/jpeg	etag:%22ec31b102c028076ba4eccf4d21653c8e%22	https://www.ise.io/wp-content/uploads/2017/07/cracking_f.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/cracking_f.jpg	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:07	2818407/2818407	---M--	200	added ('OK')	video/mp4	etag:%22acc2c16469a8f89c903400f14ffc2ca0%22	https://www.ise.io/wp-content/themes/IndependentSecurity/download/cracking.mp4	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/themes/IndependentSecurity/download/cracking.mp4	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:08	2755388/2755388	---M--	200	added ('OK')	video/mp4	etag:%2230912b22ab4d3e7187cd55435c20ad19%22	https://www.ise.io/wp-content/themes/IndependentSecurity/download/sniffing.mp4	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/themes/IndependentSecurity/download/sniffing.mp4	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:08	146583/146583	---M--	200	added ('OK')	image/jpeg	etag:%223a4e7f9f246426ea400f83e82121a36b%22	https://www.ise.io/wp-content/uploads/2017/07/car_f.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/car_f.jpg	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:10	108145/108145	---M--	200	added ('OK')	image/jpeg	etag:%227c9c10e54b4a95d88c7e7c336d142d05%22	https://www.ise.io/wp-content/uploads/2017/07/speedpass_f.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/speedpass_f.jpg	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:11	6091135/6091135	---M--	200	added ('OK')	video/mp4	etag:%225eb07243829bfd2bc656b3fd69151f2d%22	https://www.ise.io/wp-content/themes/IndependentSecurity/download/car.mp4	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/themes/IndependentSecurity/download/car.mp4	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:13	2232432/2232432	---MCZ	200	added ('OK')	application/pdf	etag:W/%224e5dcbfd80f8edb0356b90452a7e1b22%22	https://www.ise.io/wp-content/uploads/2017/07/bh07.pdf	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/bh07.pdf	(from https://www.ise.io/casestudies/exploiting-the-iphone/)
12:58:14	8980/8980	---M--	200	added ('OK')	image/jpeg	etag:%228252a354c750e49d68feda807da2f58f%22	https://www.ise.io/wp-content/uploads/2017/07/DemoPerson.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/DemoPerson.jpg	(from https://www.ise.io/casestudies/exploiting-age-of-conan-anarchy-online/)
12:58:41	8943747/8943747	---M--	200	added ('OK')	video/mp4	etag:%22023bc2874a6d293993cd024e5a953a29%22	https://www.ise.io/wp-content/themes/IndependentSecurity/download/speedpass.mp4	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/themes/IndependentSecurity/download/speedpass.mp4	(from https://www.ise.io/casestudies/exploiting-rfids/)
12:58:41	9095383/9095383	---M--	200	added ('OK')	video/x-flv	etag:%22932d3d5403c9cba02830641224713891%22	https://www.ise.io/wp-content/uploads/2017/07/wbff_cover_story_20081105.flv	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/wbff_cover_story_20081105.flv	(from https://www.ise.io/casestudies/exploiting-age-of-conan-anarchy-online/)
12:58:42	14269/14269	---M--	200	added ('OK')	image/jpeg	etag:%22ddadc619c9bb64781287b7967c525821%22	https://www.ise.io/wp-content/uploads/2017/07/Sussy.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/Sussy.jpg	(from https://www.ise.io/casestudies/exploiting-secondlife/)
12:58:43	49562/49562	---M--	200	added ('OK')	image/jpeg	etag:%229c80815c8d5f20ad8f28c36dd9317b28%22	https://www.ise.io/wp-content/uploads/2017/07/home.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/home.jpg	(from https://www.ise.io/casestudies/exploiting-android/)
12:58:44	97394/97394	---M--	200	added ('OK')	image/png	etag:%224aad4e9256e37b5ab92597fa7b86a09a%22	https://www.ise.io/wp-content/uploads/2017/07/equifax2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/equifax2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:44	9763/9763	---M--	200	added ('OK')	image/png	etag:%221b6f9fecce5126b558fc117c79fcd390%22	https://www.ise.io/wp-content/uploads/2017/07/argus2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/argus2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:45	13328/13328	---M--	200	added ('OK')	image/png	etag:%228e1708e48a581038e4dff6b481c6b318%22	https://www.ise.io/wp-content/uploads/2017/07/adp2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/adp2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:46	9407/9407	---M--	200	added ('OK')	image/png	etag:%22fac54d63f0f9385b1daf4e91f33dbeea%22	https://www.ise.io/wp-content/uploads/2017/07/treas2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/treas2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:47	9145/9145	---M--	200	added ('OK')	image/png	etag:%227ac4158b86a3288f8b62f4c3e69a63ec%22	https://www.ise.io/wp-content/uploads/2017/07/pnc2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/pnc2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:47	17689/17689	---M--	200	added ('OK')	image/png	etag:%22d041f27eee347e3fcbb6c5e4b2240f85%22	https://www.ise.io/wp-content/uploads/2017/07/hrs2.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/hrs2.png	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:48	31730/31730	---MCZ	200	added ('OK')	text/html	etag:W/%220448fb1156876675068edf999e0c995e%22	https://www.ise.io/research/https-disk-cache-controller-browser-extensions/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/https-disk-cache-controller-browser-extensions/index.html	(from https://www.ise.io/casestudies/industry-wide-misunderstandings-of-https/)
12:58:49	92605/92605	---MCZ	200	added ('OK')	text/html	etag:W/%220363a9b7a654a96d39bcd847d49b4b46%22	https://www.ise.io/research/soho_service_hacks/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/soho_service_hacks/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:51	28756/28756	---MCZ	200	added ('OK')	text/html	etag:W/%22c5af5150d3185d660fdb2528689fe3fa%22	https://www.ise.io/research/studies-and-papers/linksys_wrt310v2/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/linksys_wrt310v2/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:51	26837/26837	---MCZ	200	added ('OK')	text/html	etag:W/%22af1407c8ca41b24ff0d993b6bdf3cb10%22	https://www.ise.io/research/studies-and-papers/belkin_f5d8236-4v2/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/belkin_f5d8236-4v2/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:51	32578/32578	---MCZ	200	added ('OK')	text/html	etag:W/%22ca184478dc56dc72007a16b3569cc746%22	https://www.ise.io/research/studies-and-papers/belkin_n900/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/belkin_n900/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:51	26908178/26908178	---M--	200	added ('OK')	application/x-www-form-urlencoded	etag:%2270a10005c337d6677843aaa112815eaf-2%22	https://www.ise.io/wp-content/uploads/2017/07/800x600_h264-med_gain_normalized.qt	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/800x600_h264-med_gain_normalized.qt	(from https://www.ise.io/casestudies/exploiting-age-of-conan-anarchy-online/)
12:58:51	28051/28051	---MCZ	200	added ('OK')	text/html	etag:W/%221779fc22a113e878e5259af6c1807e33%22	https://www.ise.io/research/studies-and-papers/netgear_wndr4700/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/netgear_wndr4700/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:51	16035753/16035753	---M--	200	added ('OK')	video/mp4	etag:%223865fed8c76f4eb294b8acaf7d5a375c%22	https://www.ise.io/wp-content/uploads/2017/07/320x240_FLV_AoC_AO_Exploits-41_x264.mp4	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2017/07/320x240_FLV_AoC_AO_Exploits-41_x264.mp4	(from https://www.ise.io/casestudies/exploiting-age-of-conan-anarchy-online/)
12:58:52	332/332	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2031%20Aug%202023%2007:28:51%20GMT	https://www.ise.io/research/knowledge/papers/nessus/connection.html	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/knowledge/papers/nessus/connection.html	(from https://www.ise.io/research/scanning-ips-protected/)
12:58:52	32662/32662	---MCZ	200	added ('OK')	text/html	etag:W/%229a56c25ccdb946ca0007a8a7b920fb0c%22	https://www.ise.io/research/studies-and-papers/tp-link_wr1043n/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/tp-link_wr1043n/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:52	30576/30576	---MCZ	200	added ('OK')	text/html	etag:W/%2289966d9d2d4b17a07cdf421441b8e990%22	https://www.ise.io/research/studies-and-papers/dlink_dir865l/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/dlink_dir865l/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:52	32578/32578	---MCZ	200	added ('OK')	text/html	etag:W/%22a9965812fbc6e7e5b5578bbf6f08eac8%22	https://www.ise.io/research/studies-and-papers/actiontec/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/actiontec/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:53	391/391	---MC-	404	error ('Not%20Found')	application/xml	date:Thu,%2031%20Aug%202023%2007:28:52%20GMT	https://www.ise.io/research/scanning-ips-protected/view-source_https_/www.ise.io/knowledge/papers/nessus/qemu-tap-wrapper.html	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/scanning-ips-protected/view-source_https_/www.ise.io/knowledge/papers/nessus/qemu-tap-wrapper.131.delayed	(from https://www.ise.io/research/scanning-ips-protected/)
12:58:54	29327/29327	---MCZ	200	added ('OK')	text/html	etag:W/%2298c7e353c5bba2541a5776c5e9ae2459%22	https://www.ise.io/research/studies-and-papers/asus_rtn56u/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/asus_rtn56u/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:54	27077/27077	---MCZ	200	added ('OK')	text/html	etag:W/%22ad139038b43b8712f1474e976ba82633%22	https://www.ise.io/research/studies-and-papers/linksys_ea6500/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/linksys_ea6500/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:54	39576/39576	---MCZ	200	added ('OK')	text/html	etag:W/%22e332c2a5aca8cef82059d1155933868a%22	https://www.ise.io/research/studies-and-papers/netgear_wnr3500/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/netgear_wnr3500/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:54	29409/29409	---MCZ	200	added ('OK')	text/html	etag:W/%22eff01d77fc06151dc07050084d0d3e91%22	https://www.ise.io/research/studies-and-papers/trendnet_tew-812dru/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/research/studies-and-papers/trendnet_tew-812dru/index.html	(from https://www.ise.io/casestudies/exploiting-soho-routers/)
12:58:55	29519/29519	---MCZ	200	added ('OK')	text/html	etag:W/%22c0cfcbbdb82ff578bfebecc6bfed5939%22	https://www.ise.io/blog/archives/keep-data-secure-using-amazon-s3-encryption/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/keep-data-secure-using-amazon-s3-encryption/index.html	(from https://www.ise.io/blog/archives/)
12:58:55	28906/28906	---MCZ	200	added ('OK')	text/html	etag:W/%222ba7c1b33f45087bf587dbc707ac06b5%22	https://www.ise.io/blog/archives/onsite-social-engineering-part-ii/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/onsite-social-engineering-part-ii/index.html	(from https://www.ise.io/blog/archives/)
12:58:55	37676/37676	---MCZ	200	added ('OK')	text/html	etag:W/%22911f8268e1502b9d02bcf98688d94f8e%22	https://www.ise.io/blog/archives/aes-ni-action/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/aes-ni-action/index.html	(from https://www.ise.io/blog/archives/)
12:58:55	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Aug%202023%2007:28:55%20GMT	https://ise.io/wp-content/uploads/2018/05/1ZosNybtMiWGGo8nMaE7TQw-150x150.jpg	C:/My%20Web%20Sites/entrepreneurproject/ise.io/wp-content/uploads/2018/05/1ZosNybtMiWGGo8nMaE7TQw-150x150.132.delayed	(from https://www.ise.io/blog/archives/)
12:58:56	4540/4540	---M--	200	added ('OK')	image/jpeg	etag:%22d8bb44ac3663bf3856938abb9a64e6d1%22	https://www.ise.io/wp-content/uploads/2018/05/1ZosNybtMiWGGo8nMaE7TQw-150x150.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2018/05/1ZosNybtMiWGGo8nMaE7TQw-150x150.jpg	(from https://www.ise.io/blog/archives/)
12:58:56	4521/4521	---M--	200	added ('OK')	image/jpeg	etag:%22a111fb5257966fc1d448addb2ec0a893%22	https://www.ise.io/wp-content/uploads/2018/12/1Qe4skKt2IEo16Bcwa6Pdqw-150x150.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2018/12/1Qe4skKt2IEo16Bcwa6Pdqw-150x150.jpg	(from https://www.ise.io/blog/archives/)
12:58:56	28958/28958	---MCZ	200	added ('OK')	text/html	etag:W/%228023ba0a1a3b3b61a8c870ff73f43875%22	https://www.ise.io/blog/archives/ransomware-healthcare-security/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/ransomware-healthcare-security/index.html	(from https://www.ise.io/blog/archives/)
12:58:57	34261/34261	---MCZ	200	added ('OK')	text/html	etag:W/%22faf683e83c744160a47075b921114371%22	https://www.ise.io/blog/archives/anti-virus-cure-worse-disease/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/anti-virus-cure-worse-disease/index.html	(from https://www.ise.io/blog/archives/)
12:58:57	27416/27416	---MCZ	200	added ('OK')	text/html	etag:W/%223c06f31264ae5a081fa54c5e0bd864a6%22	https://www.ise.io/blog/archives/dont-drown-old-protocols-disable-sslv2/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/dont-drown-old-protocols-disable-sslv2/index.html	(from https://www.ise.io/blog/archives/)
12:58:57	26465/26465	---MCZ	200	added ('OK')	text/html	etag:W/%22030f41585b33b0374003e8b6d01f9ec8%22	https://www.ise.io/blog/archives/assessing-healthcare-patient-data-vs-patient-health-part-1/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/assessing-healthcare-patient-data-vs-patient-health-part-1/index.html	(from https://www.ise.io/blog/archives/)
12:58:57	28830/28830	---MCZ	200	added ('OK')	text/html	etag:W/%229aac4335679b938834589ed7ae2b93d1%22	https://www.ise.io/blog/archives/important-misconception-two-factor-authentication/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/important-misconception-two-factor-authentication/index.html	(from https://www.ise.io/blog/archives/)
12:58:57	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Aug%202023%2007:28:57%20GMT	https://ise.io/wp-content/uploads/2018/12/1OpDhnRD2XAEXzI4WfXMaIg-150x150.jpg	C:/My%20Web%20Sites/entrepreneurproject/ise.io/wp-content/uploads/2018/12/1OpDhnRD2XAEXzI4WfXMaIg-150x150.135.delayed	(from https://www.ise.io/blog/archives/)
12:58:58	31781/31781	---MCZ	200	added ('OK')	text/html	etag:W/%22a776f7d93574699eaa5d63766e7af05f%22	https://www.ise.io/blog/archives/hlsconcat-subfile/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/hlsconcat-subfile/index.html	(from https://www.ise.io/blog/archives/)
12:58:58	31495/31495	---MCZ	200	added ('OK')	text/html	etag:W/%22820cfb531c8ad9debba72c6e02ce6d3a%22	https://www.ise.io/blog/archives/onsite-social-engineering-101/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/onsite-social-engineering-101/index.html	(from https://www.ise.io/blog/archives/)
12:58:58	6379/6379	---M--	200	added ('OK')	image/jpeg	etag:%22e8c3d8938c0759fdb7f87d6bdd213dce%22	https://www.ise.io/wp-content/uploads/2018/12/1OpDhnRD2XAEXzI4WfXMaIg-150x150.jpg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/wp-content/uploads/2018/12/1OpDhnRD2XAEXzI4WfXMaIg-150x150.jpg	(from https://www.ise.io/blog/archives/)
12:59:00	28008/28008	---MCZ	200	added ('OK')	text/html	etag:W/%22604a9e78daf3541fd4b1d213d99e6cf9%22	https://www.ise.io/blog/archives/apples-watchos-2-update-less-secure-predecessor/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/apples-watchos-2-update-less-secure-predecessor/index.html	(from https://www.ise.io/blog/archives/)
12:59:00	34013/34013	---MCZ	200	added ('OK')	text/html	etag:W/%226e08b55116f107ef4dab5746cfcb2d99%22	https://www.ise.io/blog/archives/using-openssl-determine-ciphers-enabled-server/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/using-openssl-determine-ciphers-enabled-server/index.html	(from https://www.ise.io/blog/archives/)
12:59:00	27648/27648	---MCZ	200	added ('OK')	text/html	etag:W/%2295bce2db40753f7354f90f4d84f09c7a%22	https://www.ise.io/blog/archives/quantum-computing-quantum-resistant-algorithms/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/quantum-computing-quantum-resistant-algorithms/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	32554/32554	---MCZ	200	added ('OK')	text/html	etag:W/%22d9cf1a92f5d719887ae55bba3ecb1801%22	https://www.ise.io/blog/archives/advanced-package-tool-privacy-no-privacy/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/advanced-package-tool-privacy-no-privacy/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	27623/27623	---MCZ	200	added ('OK')	text/html	etag:W/%22058b7798861a773728752273e1813f30%22	https://www.ise.io/blog/archives/samsung-swiftkey-killer-exploit/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/samsung-swiftkey-killer-exploit/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	27218/27218	---MCZ	200	added ('OK')	text/html	etag:W/%22068f599829ad5fa23358e36fb0d9e831%22	https://www.ise.io/blog/archives/technology-healthcare-patient-risk/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/technology-healthcare-patient-risk/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	27078/27078	---MCZ	200	added ('OK')	text/html	etag:W/%22d8e0043d15549a3ff7f8b38dda9a080a%22	https://www.ise.io/blog/archives/venom-vulnerability-newest-threat-systems-cyber-health/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/venom-vulnerability-newest-threat-systems-cyber-health/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	27396/27396	---MCZ	200	added ('OK')	text/html	etag:W/%224edff293b3c826980c09b27e0054880e%22	https://www.ise.io/blog/archives/cyber-security-gateway-career-success/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/cyber-security-gateway-career-success/index.html	(from https://www.ise.io/blog/archives/)
12:59:01	329404/329404	---M--	200	added ('OK')	image/png	etag:%22f79a4cf066e901232b587ec94761af1a%22	https://www.ise.io/assets/img/start-images/blog-img/image-10.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/blog-img/image-10.png	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:02	30258/30258	---MCZ	200	added ('OK')	text/html	etag:W/%2261046602313142f8620e5628d90eb282%22	https://www.ise.io/blog/archives/dont-believe-everything-read-security-bugs-reference-materials/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/dont-believe-everything-read-security-bugs-reference-materials/index.html	(from https://www.ise.io/blog/archives/)
12:59:02	30693/30693	---MCZ	200	added ('OK')	text/html	etag:W/%22efa00ffc0f4add44faef548c288408b7%22	https://www.ise.io/blog/archives/superfish-lessons-not-learned-preloaded-malware/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/superfish-lessons-not-learned-preloaded-malware/index.html	(from https://www.ise.io/blog/archives/)
12:59:02	416879/416879	---M--	200	added ('OK')	image/png	etag:%22933f7dfecc4d218e055948cc64713738%22	https://www.ise.io/assets/img/start-images/blog-img/compliance-risk-101.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/blog-img/compliance-risk-101.png	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:03	40037/40037	---MCZ	200	added ('OK')	text/html	etag:W/%2253b568e610af49b4cbd94dd2224e3929%22	https://www.ise.io/blog/archives/ssl-tls-protocol-versions-cipher-suites-use/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/blog/archives/ssl-tls-protocol-versions-cipher-suites-use/index.html	(from https://www.ise.io/blog/archives/)
12:59:04	50815/50815	---MCZ	200	added ('OK')	text/html	etag:W/%22ac22634edb98c124cb2fe6f091793eb1%22	https://www.ise.io/start/blog/vendor-risk-management-checklist/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/vendor-risk-management-checklist/index.html	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:05	51416/51416	---MCZ	200	added ('OK')	text/html	etag:W/%22622868bf636b791032d860b8d4928cd7%22	https://www.ise.io/start/blog/compliance-risks/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/compliance-risks/index.html	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:05	46600/46600	---MCZ	200	added ('OK')	text/html	etag:W/%22827fee4eaae46c51841db131f7ebe177%22	https://www.ise.io/start/blog/it-risk-management/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/it-risk-management/index.html	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:05	781843/781843	---M--	200	added ('OK')	image/png	etag:%22689041f0904e799b6a86e4c318dc916b%22	https://www.ise.io/assets/img/start-images/blog-img/it-risk-management-strategies-best-practices.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/blog-img/it-risk-management-strategies-best-practices.png	(from https://www.ise.io/start/blog/vrm-one-size/)
12:59:05	46430/46430	---MCZ	200	added ('OK')	text/html	etag:W/%22dabac398ffc077a7e4b9d959fd65f5d4%22	https://www.ise.io/start/blog/vendor-due-diligence/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/vendor-due-diligence/index.html	(from https://www.ise.io/start/blog/vendor-risk-management-for-media-entertainment/)
12:59:05	110369/110369	---M--	200	added ('OK')	image/png	etag:%2256ef90f9c1d75faad68ac3c8332042a3%22	https://www.ise.io/assets/img/start-images/book/Vendor-risk-assessment-template.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/book/Vendor-risk-assessment-template.png	(from https://www.ise.io/start/blog/vendor-risk-management-for-manufacturers/)
12:59:06	401977/401977	---M--	200	added ('OK')	image/png	etag:%226a0eb94a5cd9ff6ae763498f0432df36%22	https://www.ise.io/assets/img/start-images/blog-img/START%20Risk%20Summary.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/blog-img/START%20Risk%20Summary.png	(from https://www.ise.io/start/blog/managing-manufacturing-vendor-risk-asssessments/)
12:59:08	47642/47642	---MCZ	200	added ('OK')	text/html	etag:W/%220f45b139516ee33def24c8d857f221dd%22	https://www.ise.io/start/blog/third-party-risk-assessment/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/third-party-risk-assessment/index.html	(from https://www.ise.io/start/blog/vendor-risk-mitigation/)
12:59:08	47254/47254	---MCZ	200	added ('OK')	text/html	etag:W/%2222ca4754410f4a3d9f9fb13278ba1798%22	https://www.ise.io/start/blog/vendor-management-program/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/vendor-management-program/index.html	(from https://www.ise.io/start/blog/vendor-risk-mitigation/)
12:59:09	46159/46159	---MCZ	200	added ('OK')	text/html	etag:W/%22d5ac1cb863a0fed5563ac90b1bf4e9de%22	https://www.ise.io/start/blog/risk-management-best-practices/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/risk-management-best-practices/index.html	(from https://www.ise.io/start/blog/third-party-risk-management-regulations/)
12:59:09	195069/195069	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228663298678578b673bc4f56c1fe510b3%22	https://www.ise.io/assets/img/start-images/book/Vendor-risk-management-checklist.svg	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/book/Vendor-risk-management-checklist.svg	(from https://www.ise.io/start/blog/vendor-risk-management-metrics/)
12:59:09	45343/45343	---MCZ	200	added ('OK')	text/html	etag:W/%224797ffef96e43cc79669fcfaecda1692%22	https://www.ise.io/start/blog/vendor-questionnaire/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/vendor-questionnaire/index.html	(from https://www.ise.io/start/blog/third-party-risk-management-lifecycle/)
12:59:09	55848/55848	---MCZ	200	added ('OK')	text/html	etag:W/%223d41c58d17b298d9e7def6d25a11b84e%22	https://www.ise.io/start/blog/risk-assessment-process/	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/start/blog/risk-assessment-process/index.html	(from https://www.ise.io/start/blog/2/)
12:59:10	374407/374407	---M--	200	added ('OK')	image/png	etag:%2228bd29a777b1ec9297cfff945ca3c079%22	https://www.ise.io/assets/img/start-images/blog-img/risk-assessment-process-what-is-it.png	C:/My%20Web%20Sites/entrepreneurproject/www.ise.io/assets/img/start-images/blog-img/risk-assessment-process-what-is-it.png	(from https://www.ise.io/start/blog/2/)
